TagName,Protocol,IP,DataType,DbNumber,StartAddress,Length,Bit,MesName,MesDataType,LowerLimit,UpperLimit,IsChecked,IsUpload
NJJG[2].OrderNo,SIEMENSS7,172.16.32.2,SHORT,200,696,2,0,NJJGOrderNo2,NUMBER,0,999,FALSE,FALSE
NJJG[2].ProgramNo,SIEMENSS7,172.16.32.2,SHORT,200,698,2,0,NJJGProgramNo2,NUMBER,0,999,FALSE,FALSE
NJJG[2].TorqueResult,SIEMENSS7,172.16.32.2,FLOAT,200,700,4,0,NJJGTorqueResult2,NUMBER,0,999,TRUE,TRUE
NJJG[2].AngleResult,SIEMENSS7,172.16.32.2,FLOAT,200,704,4,0,NJJGAngleResult2,NUMBER,0,999,TRUE,TRUE
NJJG[3].ResultOK,SIEMENSS7,172.16.32.2,SHORT,200,708,2,0,NJJGResultOK3,NUMBER,0,999,FALSE,FALSE
NJJG[3].OrderNo,SIEMENSS7,172.16.32.2,SHORT,200,710,2,0,NJJGOrderNo3,NUMBER,0,999,FALSE,FALSE
NJJG[3].ProgramNo,SIEMENSS7,172.16.32.2,SHORT,200,712,2,0,NJJGProgramNo3,NUMBER,0,999,FALSE,FALSE
NJJG[3].TorqueResult,SIEMENSS7,172.16.32.2,FLOAT,200,714,4,0,NJJGTorqueResult3,NUMBER,0,999,TRUE,TRUE
NJJG[3].AngleResult,SIEMENSS7,172.16.32.2,FLOAT,200,718,4,0,NJJGAngleResult3,NUMBER,0,999,TRUE,TRUE
NJJG[4].ResultOK,SIEMENSS7,172.16.32.2,SHORT,200,722,2,0,NJJGResultOK4,NUMBER,0,999,FALSE,FALSE
NJJG[4].OrderNo,SIEMENSS7,172.16.32.2,SHORT,200,724,2,0,NJJGOrderNo4,NUMBER,0,999,FALSE,FALSE
NJJG[4].ProgramNo,SIEMENSS7,172.16.32.2,SHORT,200,726,2,0,NJJGProgramNo4,NUMBER,0,999,FALSE,FALSE
NJJG[4].TorqueResult,SIEMENSS7,172.16.32.2,FLOAT,200,728,4,0,NJJGTorqueResult4,NUMBER,0,999,TRUE,TRUE
NJJG[4].AngleResult,SIEMENSS7,172.16.32.2,FLOAT,200,732,4,0,NJJGAngleResult4,NUMBER,0,999,TRUE,TRUE
NJJG[5].ResultOK,SIEMENSS7,172.16.32.2,SHORT,200,736,2,0,NJJGResultOK5,NUMBER,0,999,FALSE,FALSE
NJJG[5].OrderNo,SIEMENSS7,172.16.32.2,SHORT,200,738,2,0,NJJGOrderNo5,NUMBER,0,999,FALSE,FALSE
NJJG[5].ProgramNo,SIEMENSS7,172.16.32.2,SHORT,200,740,2,0,NJJGProgramNo5,NUMBER,0,999,FALSE,FALSE
NJJG[5].TorqueResult,SIEMENSS7,172.16.32.2,FLOAT,200,742,4,0,NJJGTorqueResult5,NUMBER,0,999,TRUE,TRUE
NJJG[5].AngleResult,SIEMENSS7,172.16.32.2,FLOAT,200,746,4,0,NJJGAngleResult5,NUMBER,0,999,TRUE,TRUE
NJJG[6].ResultOK,SIEMENSS7,172.16.32.2,SHORT,200,750,2,0,NJJGResultOK6,NUMBER,0,999,FALSE,FALSE
NJJG[6].OrderNo,SIEMENSS7,172.16.32.2,SHORT,200,752,2,0,NJJGOrderNo6,NUMBER,0,999,FALSE,FALSE
NJJG[6].ProgramNo,SIEMENSS7,172.16.32.2,SHORT,200,754,2,0,NJJGProgramNo6,NUMBER,0,999,FALSE,FALSE
NJJG[6].TorqueResult,SIEMENSS7,172.16.32.2,FLOAT,200,756,4,0,NJJGTorqueResult6,NUMBER,0,999,TRUE,TRUE
NJJG[6].AngleResult,SIEMENSS7,172.16.32.2,FLOAT,200,760,4,0,NJJGAngleResult6,NUMBER,0,999,TRUE,TRUE
NJJG[7].ResultOK,SIEMENSS7,172.16.32.2,SHORT,200,764,2,0,NJJGResultOK7,NUMBER,0,999,FALSE,FALSE
NJJG[7].OrderNo,SIEMENSS7,172.16.32.2,SHORT,200,766,2,0,NJJGOrderNo7,NUMBER,0,999,FALSE,FALSE
