TagName,Protocol,IP,DataType,DbNumber,StartAddress,Length,Bit,MesName,MesDataType,LowerLimit,UpperLimit,IsChecked,IsUpload
GCCS[10].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,824,4,0,BJLL10,NUMBER,0,999,TRUE,TRUE
GCCS[10].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,828,4,0,ABJBL10,NUMBER,0,999,TRUE,TRUE
GCCS[10].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,832,4,0,JSZZL10,NUMBER,0,999,TRUE,TRUE
GCCS[11].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,836,4,0,AJLL11,NUMBER,0,999,TRUE,TRUE
GCCS[11].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,840,4,0,BJLL11,NUMBER,0,999,TRUE,TRUE
GCCS[11].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,844,4,0,ABJBL11,NUMBER,0,999,TRUE,TRUE
GCCS[11].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,848,4,0,JSZZL11,NUMBER,0,999,TRUE,TRUE
GCCS[12].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,852,4,0,AJLL12,NUMBER,0,999,TRUE,TRUE
GCCS[12].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,856,4,0,BJLL12,NUMBER,0,999,TRUE,TRUE
GCCS[12].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,860,4,0,ABJBL12,NUMBER,0,999,TRUE,TRUE
GCCS[12].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,864,4,0,JSZZL12,NUMBER,0,999,TRUE,TRUE
GCCS[13].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,868,4,0,AJLL13,NUMBER,0,999,TRUE,TRUE
GCCS[13].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,872,4,0,BJLL13,NUMBER,0,999,TRUE,TRUE
GCCS[13].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,876,4,0,ABJBL13,NUMBER,0,999,TRUE,TRUE
GCCS[13].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,880,4,0,JSZZL13,NUMBER,0,999,TRUE,TRUE
GCCS[14].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,884,4,0,AJLL14,NUMBER,0,999,TRUE,TRUE
GCCS[14].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,888,4,0,BJLL14,NUMBER,0,999,TRUE,TRUE
GCCS[14].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,892,4,0,ABJBL14,NUMBER,0,999,TRUE,TRUE
GCCS[14].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,896,4,0,JSZZL14,NUMBER,0,999,TRUE,TRUE
GCCS[15].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,900,4,0,AJLL15,NUMBER,0,999,TRUE,TRUE
GCCS[15].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,904,4,0,BJLL15,NUMBER,0,999,TRUE,TRUE
GCCS[15].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,908,4,0,ABJBL15,NUMBER,0,999,TRUE,TRUE
GCCS[15].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,912,4,0,JSZZL15,NUMBER,0,999,TRUE,TRUE
GCCS[16].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,916,4,0,AJLL16,NUMBER,0,999,TRUE,TRUE
GCCS[16].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,920,4,0,BJLL16,NUMBER,0,999,TRUE,TRUE
GCCS[16].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,924,4,0,ABJBL16,NUMBER,0,999,TRUE,TRUE
GCCS[16].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,928,4,0,JSZZL16,NUMBER,0,999,TRUE,TRUE
GCCS[17].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,932,4,0,AJLL17,NUMBER,0,999,TRUE,TRUE
GCCS[17].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,936,4,0,BJLL17,NUMBER,0,999,TRUE,TRUE
GCCS[17].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,940,4,0,ABJBL17,NUMBER,0,999,TRUE,TRUE
GCCS[17].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,944,4,0,JSZZL17,NUMBER,0,999,TRUE,TRUE
GCCS[18].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,948,4,0,AJLL18,NUMBER,0,999,TRUE,TRUE
GCCS[18].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,952,4,0,BJLL18,NUMBER,0,999,TRUE,TRUE
GCCS[18].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,956,4,0,ABJBL18,NUMBER,0,999,TRUE,TRUE
GCCS[18].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,960,4,0,JSZZL18,NUMBER,0,999,TRUE,TRUE
GCCS[19].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,964,4,0,AJLL19,NUMBER,0,999,TRUE,TRUE
GCCS[19].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,968,4,0,BJLL19,NUMBER,0,999,TRUE,TRUE
GCCS[19].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,972,4,0,ABJBL19,NUMBER,0,999,TRUE,TRUE
GCCS[19].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,976,4,0,JSZZL19,NUMBER,0,999,TRUE,TRUE
GCCS[20].GlueA,SIEMENSS7,172.16.30.2,FLOAT,200,964,4,0,AJLL20,NUMBER,0,999,TRUE,TRUE
GCCS[20].GlueB,SIEMENSS7,172.16.30.2,FLOAT,200,968,4,0,BJLL20,NUMBER,0,999,TRUE,TRUE
GCCS[20].GlueProportion,SIEMENSS7,172.16.30.2,FLOAT,200,972,4,0,ABJBL20,NUMBER,0,999,TRUE,TRUE
GCCS[20].GlueTotal,SIEMENSS7,172.16.30.2,FLOAT,200,976,4,0,JSZZL20,NUMBER,0,999,TRUE,TRUE
FinishSignal,SIEMENSS7,172.16.30.2,BIT,200,4502,1,0,FinishSignal,BOOLEAN,0,999,FALSE,FALSE
ResCode,SIEMENSS7,172.16.30.2,SHORT,200,4504,2,0,ResCode,NUMBER,0,999,FALSE,FALSE
