TagName,Protocol,IP,DataType,DbNumber,StartAddress,Length,Bit,MesName,MesDataType,LowerLimit,UpperLimit,IsChecked,IsUpload
Tighten the data[41].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1198,4,0,AngleResult41,NUMBER,0,999,TRUE,TRUE
Tighten the data[42].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1202,2,0,ResultOK42,NUMBER,0,999,FALSE,FALSE
Tighten the data[42].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1204,2,0,OrderNo42,NUMBER,0,999,FALSE,FALSE
Tighten the data[42].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1206,2,0,ProgramNo42,NUMBER,0,999,FALSE,FALSE
Tighten the data[42].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1208,4,0,TorqueResult42,NUMBER,0,999,TRUE,TRUE
Tighten the data[42].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1212,4,0,AngleResult42,NUMBER,0,999,TRUE,TRUE
Tighten the data[43].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1216,2,0,ResultOK43,NUMBER,0,999,FALSE,FALSE
Tighten the data[43].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1218,2,0,OrderNo43,NUMBER,0,999,FALSE,FALSE
Tighten the data[43].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1220,2,0,ProgramNo43,NUMBER,0,999,FALSE,FALSE
Tighten the data[43].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1222,4,0,TorqueResult43,NUMBER,0,999,TRUE,TRUE
Tighten the data[43].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1226,4,0,AngleResult43,NUMBER,0,999,TRUE,TRUE
Tighten the data[44].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1230,2,0,ResultOK44,NUMBER,0,999,FALSE,FALSE
Tighten the data[44].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1232,2,0,OrderNo44,NUMBER,0,999,FALSE,FALSE
Tighten the data[44].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1234,2,0,ProgramNo44,NUMBER,0,999,FALSE,FALSE
Tighten the data[44].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1236,4,0,TorqueResult44,NUMBER,0,999,TRUE,TRUE
Tighten the data[44].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1240,4,0,AngleResult44,NUMBER,0,999,TRUE,TRUE
Tighten the data[45].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1244,2,0,ResultOK45,NUMBER,0,999,FALSE,FALSE
Tighten the data[45].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1246,2,0,OrderNo45,NUMBER,0,999,FALSE,FALSE
Tighten the data[45].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1248,2,0,ProgramNo45,NUMBER,0,999,FALSE,FALSE
Tighten the data[45].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1250,4,0,TorqueResult45,NUMBER,0,999,TRUE,TRUE
Tighten the data[45].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1254,4,0,AngleResult45,NUMBER,0,999,TRUE,TRUE
Tighten the data[46].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1258,2,0,ResultOK46,NUMBER,0,999,FALSE,FALSE
Tighten the data[46].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1260,2,0,OrderNo46,NUMBER,0,999,FALSE,FALSE
Tighten the data[46].ProgramNo,SIEMENSS7,172.16.33.2,SHORT,200,1262,2,0,ProgramNo46,NUMBER,0,999,FALSE,FALSE
Tighten the data[46].TorqueResult,SIEMENSS7,172.16.33.2,REAL,200,1264,4,0,TorqueResult46,NUMBER,0,999,TRUE,TRUE
Tighten the data[46].AngleResult,SIEMENSS7,172.16.33.2,REAL,200,1268,4,0,AngleResult46,NUMBER,0,999,TRUE,TRUE
Tighten the data[47].ResultOK,SIEMENSS7,172.16.33.2,SHORT,200,1272,2,0,ResultOK47,NUMBER,0,999,FALSE,FALSE
Tighten the data[47].OrderNo,SIEMENSS7,172.16.33.2,SHORT,200,1274,2,0,OrderNo47,NUMBER,0,999,FALSE,FALSE
