TagName,Protocol,IP,DataType,DbNumber,StartAddress,Length,Bit,MesName,MesDataType,LowerLimit,UpperLimit,IsChecked,IsUpload
StartSignal,SIEMENSS7,172.16.21.2,BIT,200,200,2,0,StartSignal,BOOLEAN,100,100,FALSE,FALSE
SFC,SIEMENSS7,172.16.21.2,STRING,200,202,24,0,SFC,STRING,10,500,TRUE,TRUE
FinishSignal,SIEMENSS7,172.16.21.2,BIT,200,3230,2,0,FinishSignal,BOOLEAN,100,100,FALSE,FALSE
ResCode,SIEMENSS7,172.16.21.2,SHORT,200,3232,2,0,ResCode,NUMBER,100,100,FALSE,FALSE
